,psraid,int_date,area,tz,cregion,state,fips,msa,usr,usr1,strata,lang,sample,form,samptype,spouse,qs1,qs2,qs3a,qs3b,sex,marital,m2,m3,m4,lwp2,lwp3,kids,k2,k3,mom,dad,e3,q1,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q6,q7f1,q8f2,q11,q12,q14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,q16,q17,q20,q20vb,q20_1,q20_2,q20_3,q23,q23vb,q23_1,q23_2,q23_3,q24,q27,q28,q29,q30f1,q31f2,q32,q33,q34,q35,q36,q36vb,q36_1,q36_2,q36_3,q37,q38,q39,q40,q41,q41vb,q41_1,q41_2,q41_3,q42,q43,q44f1,q45,q46f2,q47,net1,net2,e1,e2,ideal,e5,fam1,fam2,fam3,fam4,k4,k5,ownrent,citizen,usborn1a,usborn1b,usborn2,age,educ,hisp,race,relig,chr,born,attend,income,regist,regicert,party,partyln,ideo,pvote04a,milnow,veteran,contact,name,website,usbrn1bo,raceos,religos,q2cnt,recage2,recage3,q3new,gen,netsum,milvet,military,density3,rbcounty,receduc,racethn,weight
1118,2079,30107,212,e,1,36,36061,35620,U,1,7,1,1,1,1,2,NA,NA,NA,NA,2,1,NA,2,NA,1,9,3,NA,2,2,2,2,2,7,NA,NA,10,8,NA,NA,7,9,4,1,3,1,9,3,3,3,1,3,1,1,NA,1,2,1,1,1,2,1,3,2,1,1,2,1,2,1,LOVE MY HUSBAND,16,NA,NA,1,I THOUGHT IT WAS ALRIGHT,17,NA,NA,2,NA,NA,NA,30,NA,2,2,2,2,1,KEEPING THEM IN SCHOOL..UNDER 18,14,NA,NA,9,1,1,1,1,MOM AND DADDYS TOO YOUNG  CANT GET ALONG,20,NA,NA,3,3,4,2,NA,2,2,2,3,3,2,3,1,1,2,3,NA,NA,2,1,1,NA,1,57,5,2,2,1,NA,2,3,1,1,1,2,NA,9,1,7,7,1,1,1,                                ,                                ,                                ,2,3,2,4,3,2,2,99,5,1,3,2,1.375
1119,2082,30107,614,e,2,39,39049,18140,U,1,1,1,1,2,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,10,10,10,8,6,1,3,1,1,3,1,3,1,3,2,NA,1,2,3,1,1,3,2,3,3,2,1,2,1,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,NA,32,3,2,3,2,1,MAINTAING A GOOD RELATIONSHIP WITH THE CHILD,39,NA,NA,NA,2,1,2,1,MEN ARE NOT FULLFILLING COMMITMENT TO WOMEN,13,NA,NA,2,3,NA,1,1,2,1,1,3,1,1,NA,3,3,1,NA,NA,NA,2,1,1,NA,1,22,5,2,2,1,NA,1,3,3,2,NA,3,2,3,2,7,7,2,NA,2,                                ,                                ,                                ,3,1,1,6,3,1,2,99,5,3,3,2,18.375
1120,2083,30107,412,e,1,42,42003,38300,S,2,3,1,3,1,1,NA,NA,NA,NA,NA,2,6,NA,NA,NA,2,NA,3,NA,2,1,2,3,1,NA,NA,NA,10,NA,10,NA,8,8,6,1,1,1,9,2,3,1,1,2,9,1,NA,1,2,1,1,2,2,2,3,1,1,2,2,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,2,NA,3,30,NA,2,1,2,1,1,GIVING THEN OUR TIME AND ATTENTION,15,NA,NA,8,2,2,1,1,IN A REALTIONSHIP,98,NA,NA,1,4,1,1,NA,1,2,2,1,3,2,NA,1,1,2,3,NA,NA,1,1,1,NA,1,48,3,1,1,1,NA,1,1,6,1,1,2,NA,2,1,7,7,1,1,2,                                ,                                ,                                ,2,2,1,6,3,2,2,99,4,2,2,3,4.0625
1121,2087,30107,434,e,3,51,51003,16820,S,2,2,1,2,1,1,1,NA,NA,NA,NA,1,1,NA,2,NA,1,1,1,NA,NA,1,2,1,2,9,NA,NA,NA,7,9,NA,8,8,1,3,3,3,2,2,3,1,3,2,1,1,NA,2,1,1,1,2,3,2,3,1,2,9,2,1,2,1,FOR THE PERMANENTS AND COMMITMENT OF IT,10,NA,NA,1,CONFIDENT I WAS GONING TO MARRY HER AND RENT,28,11,NA,2,NA,NA,NA,28,NA,3,3,3,3,1,HAVING THEM IN SCHOOLS WHERE THE ENVIRONMENT CAN HELP THEM LEARN AND BEING ABLE TO AFFORD COLLEGE,14,13,NA,NA,2,3,1,1,CULTURAL REASON,17,NA,NA,4,3,1,2,NA,3,1,1,3,3,1,1,1,1,2,2,NA,NA,1,1,1,NA,2,35,7,2,1,1,NA,2,3,8,1,1,1,NA,3,1,7,7,1,1,1,                                ,                                ,                                ,2,2,1,1,2,1,2,99,2,4,4,1,7.5
1122,2088,30407,609,e,1,34,34001,12100,S,2,2,1,2,2,1,NA,NA,NA,NA,NA,2,6,NA,NA,NA,2,NA,1,NA,NA,1,1,2,2,NA,NA,NA,NA,7,10,8,8,8,NA,1,2,2,1,3,2,3,2,1,2,NA,1,2,2,1,1,2,2,1,1,1,3,2,2,1,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,NA,27,2,3,2,3,1,KEEPING CHILDREN OUT OF TROUBLE,33,NA,NA,NA,2,2,1,1,PEOPLE BEING STUPID,29,NA,NA,4,3,NA,3,3,2,1,1,3,3,1,NA,2,1,1,1,NA,NA,1,1,1,NA,1,18,3,2,1,1,NA,1,4,10,9,NA,3,1,3,2,7,7,1,1,1,                                ,                                ,                                ,1,1,1,6,3,1,2,99,3,2,2,1,19.13
1123,2090,30107,716,e,1,36,36029,15380,S,2,1,1,3,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,2,2,2,3,1,10,NA,NA,10,NA,NA,NA,7,7,1,2,3,2,2,2,2,9,3,2,1,NA,1,1,1,1,1,1,1,1,3,1,3,2,1,2,2,1,JUST DIDN''T DO THOSE THINGS,98,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,25,3,2,1,3,1,HONESTY,98,NA,NA,8,3,3,1,1,NO RELIGION OR MORALS...TV,18,26,NA,1,1,NA,4,9,3,2,2,1,3,3,3,4,2,NA,NA,NA,NA,1,1,1,NA,1,80,2,2,1,2,NA,2,1,3,1,1,2,NA,2,1,7,7,2,NA,2,                                ,                                ,                                ,2,4,2,1,3,2,2,99,4,2,1,1,19.13
1124,2091,30107,336,e,3,37,37081,24660,S,2,2,1,4,1,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,2,1,NA,1,1,3,4,10,NA,10,NA,NA,8,8,4,1,3,1,2,3,2,2,3,1,1,2,1,2,NA,2,1,1,1,1,1,1,3,1,1,1,2,1,2,1,I LOVE MY WIFE WE MAKE A PERECT COUPLE,16,NA,NA,1,IN LOVE AND IT GREW,23,NA,NA,2,NA,NA,NA,30,NA,2,2,2,2,1,SPENDING TIME WITH CHILDREN QUALITY TIME WITH THEM,15,NA,NA,8,1,1,1,1,LACK OF FATHERS BEING THERE,13,NA,NA,4,4,4,4,NA,3,1,1,3,3,1,1,1,1,2,1,4,1,1,1,1,NA,1,36,5,2,4,1,NA,2,3,3,1,1,2,NA,9,1,7,7,1,1,1,                                ,AMERICAN INDIAN,                                ,2,2,1,3,3,1,2,99,3,3,3,4,15.625
1125,2092,30107,336,e,3,37,37081,24660,U,1,2,1,4,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,2,2,2,3,1,10,NA,NA,10,NA,NA,NA,10,8,1,9,2,3,2,2,9,1,3,2,1,NA,1,2,2,1,1,1,2,2,3,1,2,3,1,1,9,1,MOTHER WOULD HAVE KILLED ME MORALY NOT RIGHT,19,13,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,26,3,2,1,2,1,INSTILLING CARACTER IN LIGHT OF THE CULTURE AROUND THEM,12,35,NA,9,2,3,1,1,THE CHANGE IN THE WAY SOCIETY LOOKS AT UN WED MOTHERS,17,NA,NA,2,2,NA,3,2,2,1,1,3,3,3,1,1,1,2,1,NA,NA,1,1,1,NA,1,66,6,2,1,1,NA,1,2,6,1,1,2,NA,4,1,7,2,1,1,1,                                ,                                ,                                ,3,4,2,1,3,1,1,3,3,3,4,1,5.4375
1126,2094,30107,305,e,3,12,12086,33100,S,2,5,1,1,2,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,2,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,5,10,10,1,10,9,2,2,1,2,2,2,2,1,2,1,NA,2,1,1,2,1,2,1,2,3,1,2,2,2,1,1,1,WHEN I GOT MARRIED IT WAS OUT OF REBELLION; I''D RATHER DO THAT BECAUSE IT''S THE RIGHT THING TO DO IN THE EYES OF GOD,98,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,27,2,2,2,2,1,BRINGING THEM UP WITH GOOD MORALS ; THE COMPETITION WE HAVE WITH WHAT SOCIETY IS FEEDING,11,34,NA,NA,3,3,1,1,WOMEN ARE NOT BEING EDUCATED IN THE CONSEQUENCES,23,NA,NA,1,1,NA,4,4,4,1,1,3,3,9,NA,1,1,2,3,NA,NA,1,1,3,NA,2,25,6,1,1,1,NA,1,1,5,1,1,4,9,2,2,7,7,1,1,1,                                ,                                ,                                ,3,1,1,9,2,1,2,99,4,2,4,3,3.3125
1127,2095,30107,212,e,1,36,36061,35620,U,1,5,1,4,1,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,1,1,2,NA,NA,NA,NA,7,7,7,8,8,NA,2,2,1,2,2,2,1,1,1,1,1,NA,4,4,1,2,3,2,2,2,1,2,3,2,2,1,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,3,31,NA,3,3,2,2,1,EDUCATION MONEY,14,13,NA,NA,2,1,2,1,TIMES CULTURE,17,NA,NA,3,3,3,4,NA,2,1,1,3,3,2,NA,1,1,2,3,NA,NA,3,2,2,8,2,34,7,2,3,9,1,1,6,6,2,NA,3,9,4,2,7,7,2,NA,1,                                ,INDIAN,,0,2,1,10,1,1,2,99,5,1,4,4,6.25
1128,2096,30107,724,e,1,42,42129,38300,S,2,1,1,1,2,1,2,NA,NA,NA,NA,2,1,NA,1,1,2,NA,3,NA,2,1,2,1,1,10,NA,NA,10,7,5,NA,5,10,99,2,2,2,2,2,2,9,1,2,2,NA,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,BECAUSE IT WAS THE RIGHT THING TO DO,14,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,26,2,1,3,2,1,DRUGS,29,NA,NA,9,3,2,1,1,"THERE''S NO PARENTING ANYMORE, NO GUIDANCE, IT''S A FREE COUNTRY",25,NA,NA,3,3,NA,3,3,3,2,2,3,3,2,1,1,3,2,2,NA,NA,1,1,1,NA,1,52,2,2,1,1,NA,2,3,5,2,NA,2,NA,9,2,7,7,1,1,1,                                ,                                ,                                ,3,3,2,99,3,2,2,99,3,4,1,1,15.0625
1129,2098,30107,954,e,3,12,12011,33100,U,1,2,1,1,2,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,2,NA,3,NA,2,2,2,3,1,NA,NA,NA,10,NA,NA,NA,10,5,4,3,1,1,3,3,3,3,1,1,2,NA,1,4,3,1,2,1,2,1,1,2,2,2,1,2,2,1,THATS WHAT YOU DID 40 YEARS AGO,12,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,35,3,2,1,1,1,ENVIORMENT THEIR PEERS  HAVE A GREAT INFLUENCE ON THEM,32,NA,NA,7,2,2,2,9,                                ,99,NA,NA,3,3,NA,1,1,2,1,1,2,3,2,NA,1,1,2,1,NA,NA,1,1,1,NA,1,72,6,2,1,1,NA,2,4,3,1,1,3,2,5,1,7,7,1,1,1,                                ,                                ,                                ,2,4,2,4,3,1,2,99,4,1,4,1,8
1130,2099,30107,865,e,3,47,47093,28940,S,2,1,1,6,1,2,2,1,NA,NA,NA,2,1,NA,2,NA,1,3,4,1,1,2,1,1,1,10,NA,10,10,10,NA,10,5,7,99,2,3,9,2,2,3,3,1,3,1,1,NA,1,2,1,1,2,1,2,3,1,2,2,2,1,3,1,WELL WE ALREADY WERE LIVING TOGETHER FOR 5 YEARS THE I GOT PREGANT AND WE DECIDED TO GET MARIED AND WE HAVE BEEN MARRIED FOR 20 YRS,18,NA,NA,1,BECOUSE WE DIDNT KNOW EACH OHTER WELL WHEN WE FIRST MET AND WHEN YOU GET MARRIED ITS A LIFETIME COMITMENT AND WHEN YOUGET MARRIED YOUR GONNA STAY TOGETHER FOREVER,13,NA,NA,2,NA,NA,NA,27,NA,2,2,2,2,1,BEECOUSE FOR THE ECONOMY BOTH PARENTS HAVE TO WOTK AND IF BOTH PARENTS HAVE TO WOR THEN ITS HATRD TO WATCH YOUR KIDS,18,NA,NA,8,2,2,1,1,"IS BECOUSE ALOT OF PEOPLES MORALS HAVE GONE DOWN, PEOPLE DONT SEEM TO HAVE AS MANY NORALS OR COMMITMENTS AND MAY PEOPLE LIVE TOGETHER THEN DONT GET MARRIED OR THEY GET MARRIED AND THEN GET DIVORCED",18,24,16,3,3,3,2,NA,2,1,1,3,3,2,1,1,1,1,3,12,1,1,1,1,NA,1,49,3,2,4,1,NA,1,1,7,2,NA,3,9,9,2,7,7,2,NA,2,                                ,WHITE AND INDIAN,                                ,5,2,1,99,3,1,2,99,3,4,2,4,10
1131,2101,30107,724,e,1,42,42129,38300,S,2,1,1,4,1,1,NA,NA,NA,NA,NA,1,3,NA,1,NA,1,NA,3,NA,2,1,1,3,2,NA,NA,NA,10,NA,10,0,7,7,4,2,3,3,2,3,2,3,3,3,9,1,NA,4,4,4,1,2,3,2,1,1,3,3,1,2,2,1,DONT REMEMBER,99,NA,NA,1,WE PLANNED TO GET MARRIED,29,NA,NA,2,NA,NA,NA,99,NA,2,1,3,1,1,CANT DIAPLEAN THEM ANYMNORE,27,NA,NA,9,3,3,2,1,KIDS JUS RUN WILD,25,NA,NA,4,3,9,4,NA,2,1,1,3,3,1,NA,1,1,1,1,NA,NA,1,1,1,NA,1,50,6,2,1,8,NA,NA,6,2,1,1,1,NA,1,1,7,7,1,1,2,                                ,                                ,                                ,2,3,2,4,3,1,2,99,3,4,4,1,10.6875
1132,2105,30107,515,c,2,19,19147,0,R,3,1,1,1,1,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,2,1,1,2,2,9,NA,NA,7,6,7,4,7,5,NA,3,3,2,2,2,2,3,1,2,1,1,NA,1,1,3,1,2,2,2,3,1,2,2,1,1,9,1,BECAUSE WE FELT THAT WAS THE RIGHT THING TO DO LIVING TOGETHER IS NOT AN OPTION,21,15,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,23,NA,2,3,3,1,1,PEER PRESSURE,32,NA,NA,7,2,2,1,1,SEXUAL PREMISCUITY,11,NA,NA,1,1,4,3,NA,3,1,1,3,3,2,1,1,1,2,2,NA,NA,1,1,1,NA,1,50,5,2,1,1,NA,1,2,7,1,1,1,NA,2,1,7,7,1,1,2,                                ,                                ,                                ,1,3,2,1,3,1,2,99,1,3,3,1,10.4375
1133,2106,30107,512,c,3,48,48491,12420,U,1,1,1,2,2,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,1,NA,1,NA,NA,2,1,2,1,NA,NA,NA,NA,0,NA,10,8,99,NA,3,3,1,3,9,3,1,9,3,2,NA,9,4,4,3,1,2,3,2,3,2,2,3,1,2,9,9,,99,NA,NA,1,HAD BOTH BEEN MARRIED AND WERE NOT GOING TO DO THAT AGAIN,15,NA,NA,9,NA,NA,NA,NA,30,1,3,3,3,1,KEEPING THEM SAFE,31,NA,NA,NA,2,2,2,1,MORE SINGLE WOMEN ARE CHOOSING TO HAVE KIDS AND STAY SINGLE AS A CHOICE,12,15,NA,4,4,NA,1,1,2,1,1,3,3,1,NA,1,1,1,1,NA,NA,2,1,1,NA,1,50,5,2,1,1,NA,2,5,1,1,1,1,NA,4,1,7,7,1,1,2,                                ,                                ,                                ,1,3,2,7,3,1,2,99,2,5,3,1,11.3125
1134,2107,30107,979,c,3,48,48041,17780,U,1,2,1,6,1,2,NA,1,NA,NA,NA,2,4,NA,2,NA,1,NA,2,1,NA,1,1,1,1,NA,NA,10,NA,10,10,10,10,8,3,3,2,3,2,2,3,3,3,2,1,1,NA,1,2,3,1,1,1,1,2,1,2,2,1,1,2,1,TIRED OF LIVING IN SIN,13,NA,NA,1,SEING OIF WE COULG GET ALONG,12,NA,NA,1,NA,NA,NA,25,NA,3,2,2,2,1,MONEY,13,NA,NA,9,3,2,1,1,MEN ARE NOT REDAY TO BE FATEH,13,NA,NA,9,3,3,9,NA,1,1,2,3,3,2,NA,1,5,NA,1,3,2,2,1,1,NA,1,24,3,2,2,1,NA,1,3,3,1,1,2,NA,9,1,7,7,2,NA,2,                                ,                                ,                                ,5,1,1,3,3,1,2,99,2,5,2,2,5.8125
1135,2108,30107,651,c,2,27,27163,33460,S,2,1,1,3,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,2,1,NA,1,1,2,1,10,NA,10,NA,10,10,10,10,10,1,3,3,3,3,9,3,3,3,3,2,NA,1,4,4,1,1,2,2,2,3,1,1,3,2,2,2,9,                                ,99,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,99,3,2,1,2,1,"BALANCE; MORE PEOPLE HAVE TWO WORKING PARENTS; IF NOT, ONE TYPICIALLY HAS A VERY DEMANDING JOB TO SUPPORT EVERYBODY; SOCIAL COMPETITION",16,18,34,8,9,9,3,1,WOMEN ARE GETTING OLDER; THEY''RE NOT GETTING OLDER; THEY''RE FOCUSING ON THEIR CAREERS; AND STILL WANT TO HAVE CHILDREN WITHOUT BEING MARRIED,12,NA,NA,4,9,NA,9,9,9,1,1,3,3,2,1,1,1,2,3,4,1,1,1,1,NA,2,36,6,1,1,2,NA,2,4,7,1,1,4,1,3,1,7,7,1,1,2,                                ,                                ,                                ,7,2,1,1,2,1,2,99,3,3,4,3,12.3125
1136,2109,30107,713,c,3,48,48201,26420,U,1,7,1,2,1,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,1,NA,3,NA,1,1,2,3,2,NA,NA,NA,8,NA,4,NA,5,6,NA,3,2,1,2,2,2,2,1,2,1,2,NA,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,I DIDN''T WANT TO GET MARRIED. HE WANTED TO GET MARRIED. TO ME IT WAS BETTER NOT MARRIED.,98,NA,NA,1,BECAUSE I WANTED TO BE WITH HIM.,19,NA,NA,1,NA,NA,NA,30,NA,2,2,2,2,1,"TRYING TO RAISE THEM RIGHT AND GET THEM TO LISTEN. AS A MOTHER, TRY TO GUIDE THEM IN THE RIGHT WAY.",39,11,NA,8,2,3,1,1,BECAUSE THEY DONT HAVE NO CONTROL OF WHAT THEY ARE DOING,35,NA,NA,2,2,2,4,NA,4,2,2,1,3,2,NA,1,1,2,1,NA,NA,3,1,1,NA,1,52,2,1,1,8,NA,NA,6,10,2,NA,3,1,3,2,7,7,1,1,1,                                ,                                ,                                ,0,3,2,10,3,2,2,99,4,4,1,3,2.3125
1137,2110,30107,361,c,3,48,48249,0,R,3,5,1,5,2,2,NA,1,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,1,2,2,NA,NA,NA,NA,4,3,2,6,8,NA,2,3,2,2,3,2,1,1,2,1,NA,2,1,2,1,1,3,2,2,2,1,2,3,2,2,1,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,2,NA,3,NA,25,2,3,2,2,9,                                ,99,NA,NA,NA,2,3,1,1,FATHER AINT GONNA BE THERE WITH NO MONEY TO SUPPORT CHILD,13,NA,NA,4,3,NA,1,3,2,2,2,3,2,2,NA,4,2,NA,NA,NA,NA,1,1,1,NA,1,18,2,1,9,2,NA,2,3,4,2,NA,1,NA,3,2,7,7,1,1,2,                                ,                                ,                                ,0,1,1,10,3,2,2,99,1,1,1,3,1.8125
1138,2112,30107,618,c,2,17,17165,0,R,3,1,1,2,2,1,2,NA,NA,NA,NA,2,1,NA,1,1,2,NA,3,NA,2,1,2,3,2,10,NA,NA,10,NA,10,NA,10,10,99,3,3,3,2,2,2,3,3,2,1,NA,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,B/C IM A CHRISTIAN,13,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,24,2,2,2,2,1,NO ETHICS NO MARALITY  NO RELIGION IN THIER LIVES,11,NA,NA,9,3,2,1,1,PARENTS DONT TEACH THEIR KIDS THAT YOU SHOULDNT HAVE SEX B4 MARRIAGE,25,NA,NA,2,3,NA,4,4,4,1,1,3,3,1,1,1,1,2,1,NA,NA,1,1,1,NA,1,51,3,2,1,1,NA,1,1,6,1,1,1,NA,2,1,7,7,1,1,1,                                ,                                ,                                ,5,3,2,99,3,1,2,99,1,3,2,1,12.5
1139,2113,30107,210,c,3,48,48029,41700,U,1,4,1,3,1,1,2,NA,NA,NA,NA,2,1,NA,2,NA,1,1,2,1,NA,1,1,1,2,9,NA,9,NA,9,9,6,9,6,3,3,3,3,3,3,3,1,3,3,1,1,NA,2,2,2,1,1,2,2,3,1,1,1,2,1,2,1,IT WAS TIME,21,NA,NA,1,YOU WANTED KNO WAHT YOU WERE GETING OINTO B4 MARRYIN,12,NA,NA,2,NA,NA,NA,99,NA,2,3,1,3,1,DISAPPLEAN,27,NA,NA,8,3,2,2,1,WOMEN WANT CAREERS NOW,98,NA,NA,4,4,2,2,NA,3,1,1,3,2,2,1,1,1,2,3,6,2,1,1,2,11,2,35,3,1,4,2,NA,2,4,6,2,NA,3,9,3,2,7,7,1,1,1,                                ,HISPANIC,                                ,5,2,1,3,1,1,2,99,4,4,2,3,2.625
1140,2115,30107,713,c,3,48,48201,26420,U,1,5,1,6,1,2,NA,1,NA,NA,NA,2,3,NA,1,NA,1,NA,3,NA,2,2,1,3,1,NA,NA,NA,10,NA,NA,10,10,8,7,2,2,2,2,2,3,2,1,2,1,1,NA,3,1,1,1,2,2,1,2,2,2,2,2,1,2,1,RATHER BE MARRIED WITH A CHILD,24,NA,NA,1,DID IT CUZ WE WERE GOING TO GET MARRIED,29,NA,NA,1,NA,NA,NA,18,NA,1,1,3,2,1,MONEY,13,NA,NA,10,3,3,1,1,LOOKING FOR LOVE,34,NA,NA,3,3,2,3,NA,3,1,2,2,3,1,NA,1,1,2,1,NA,NA,1,1,1,NA,1,49,3,1,1,2,NA,1,2,10,1,1,3,9,3,2,7,7,2,NA,1,                                ,                                ,                                ,3,2,1,7,3,1,2,99,4,4,2,3,1
1141,2116,30307,970,m,4,8,8077,24300,S,2,1,1,1,2,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,2,NA,3,NA,2,2,2,3,1,NA,NA,NA,99,NA,NA,NA,10,99,NA,3,3,3,3,3,3,3,9,3,1,NA,9,4,9,9,1,2,9,9,9,9,1,2,9,9,3,1,TAUGHT MARRIAGE IS EVERLASTING THING,10,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,99,9,3,9,3,9,                                ,99,NA,NA,10,9,3,9,9,                                ,99,NA,NA,1,9,NA,3,3,1,2,2,1,3,3,NA,1,1,2,3,NA,NA,1,1,1,NA,1,83,3,2,1,1,NA,9,1,2,1,1,1,NA,9,1,7,7,2,NA,2,                                ,                                ,                                ,1,4,2,8,3,2,2,99,1,5,2,1,7.75
1142,2117,30107,970,m,4,8,8085,0,R,3,2,1,2,1,1,NA,NA,NA,NA,NA,1,2,1,2,1,NA,NA,3,NA,2,2,2,3,4,NA,9,NA,8,NA,NA,NA,9,7,2,2,3,2,2,2,2,2,1,1,1,1,NA,4,4,2,1,1,3,1,3,2,1,1,1,2,2,1,BECAUSE MORAL TO BE MARRIED,13,NA,NA,1,BECAUSE PREVIOUS WIFE HAD BUSTED ME AND B/W THE TWO OF THEM WERE ABLE 2 GET BACK ON OUR FEET,11,NA,NA,1,NA,2,2,30,NA,2,2,2,1,1,THE YOUNG PARENTS WONT ACCEPT RESPONSIBILITY AND WANT OTHERS TO TAKE CARE OF THEM,19,NA,NA,9,3,3,1,1,THAT YOUNG PEOPLE DON''T KNOW THE MEANING OF LOVE,20,NA,NA,4,9,2,4,NA,2,2,2,1,3,3,NA,1,1,2,1,NA,NA,1,1,1,NA,1,73,6,2,1,8,NA,NA,6,4,1,1,3,9,2,1,7,1,1,1,2,                                ,                                ,                                ,2,4,2,2,3,2,1,2,1,5,4,1,4.6875
1143,2118,30107,915,m,3,48,48141,21340,U,1,5,1,6,2,2,2,1,NA,NA,NA,2,1,NA,1,1,1,2,3,NA,1,1,1,1,1,10,NA,NA,10,5,5,5,5,8,4,2,9,9,2,9,1,1,9,9,1,NA,1,9,4,1,1,3,1,1,3,1,1,9,3,2,2,1,HUSBAND DIDNT LET US LIVE TOGETHER TO SHOW HE WAS COMMITTED UNTIL MARRIAGE,10,NA,NA,1,I WAS GONNA MARRY MARRY THAT PERSON BUT WE JUST TRIED TO SEE IF IT WORKED OUT,29,12,NA,1,NA,NA,NA,NA,99,3,2,3,2,1,DICSIPLINE,27,NA,NA,10,3,2,1,1,BECAUSE THEY DONT HAVE PARENTS AT HOME TO GUIDE THEM THE MOTHERS,25,NA,NA,2,2,NA,1,1,1,1,2,3,3,3,1,4,1,2,NA,NA,NA,1,1,1,NA,1,36,5,1,1,7,1,2,4,6,1,1,3,2,4,1,7,2,1,1,1,                                ,                                ,MOVEMENT OF SPIRITUAL IN AWARENESS,2,2,1,4,3,1,1,3,3,5,3,3,1.125
1144,2120,30107,916,p,4,6,6113,40900,S,2,4,1,2,2,1,NA,NA,NA,NA,NA,1,3,NA,2,NA,2,NA,2,2,NA,1,2,1,2,NA,NA,10,NA,9,10,NA,7,7,3,2,9,1,2,2,2,1,3,9,1,NA,2,1,1,1,3,3,3,1,3,1,1,1,1,2,2,1,BECASUE WE HAD A CHILD TOGETHER AND WE THOUGHT IT WAS BETTER FOR THEM IF WE GOT MARRIED,17,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,29,2,2,2,2,1,GIVING THEM A GOOD EDUCATION,14,NA,NA,6,2,2,1,1,BECASUE THEY DONT HAVE EXPERIENCE TO TAKE CARE OF THEMSELVES,35,NA,NA,1,2,NA,4,3,3,2,2,3,3,1,NA,1,1,2,3,4,2,2,2,2,11,2,31,3,1,1,2,NA,2,6,5,2,NA,2,NA,4,2,7,7,1,1,2,                                ,                                ,                                ,3,2,1,3,1,2,2,99,2,2,2,3,1.375
1145,2121,30107,757,e,3,51,51650,47260,U,1,3,1,6,1,2,2,1,NA,NA,NA,2,1,NA,2,NA,2,NA,4,1,2,1,1,1,2,10,NA,10,9,7,10,0,8,4,99,2,3,1,2,2,2,3,2,2,1,1,NA,2,1,1,1,1,1,1,3,1,2,2,1,1,9,1,BECAUSE I WAS RAISED THAT WAYS. WITH MY RELIGIOUS BELIEFS,14,13,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,28,NA,2,3,1,1,1,HAVING TO EXPLAIN THINGS TO THEM EARLIER BEFORE YOU FEEL THEY ARE READY.,38,NA,NA,8,3,2,1,1,JUST NOT USING BIRTH CONTROL. EITHER FALSE RELATIONSHIP WITH PARTNER OR IRRESPONSIBILITY,19,98,22,1,1,2,4,NA,9,1,2,3,3,1,1,2,1,1,1,3,2,1,1,1,NA,1,38,5,2,2,1,NA,1,2,6,1,1,2,NA,2,1,7,7,2,NA,2,                                ,                                ,                                ,4,2,1,99,3,1,2,99,5,2,3,2,1.5625
